datetime,Temp_C,DO_mgL,DO_perc
2023-01-01T00:00:00Z,2.1056,16.503733333333333,123.55901203048026
2023-01-01T00:15:00Z,2.1056,16.5048,123.56699787688468
2023-01-01T00:30:00Z,2.1097333333333332,16.486533333333334,123.44415789385336
2023-01-01T00:45:00Z,2.1062,16.451666666666668,123.17121890185338
2023-01-01T01:00:00Z,2.1062,16.4256,122.97606158611788
2023-01-01T01:15:00Z,2.1054,16.404733333333333,122.81715558078268
2023-01-01T01:30:00Z,2.106933333333333,16.386333333333333,122.6845320312416
2023-01-01T01:45:00Z,2.1020666666666665,16.3658,122.51453244584586
2023-01-01T02:00:00Z,2.1111999999999997,16.341,122.35936115753938
2023-01-01T02:15:00Z,2.106133333333333,16.333866666666665,122.28904515779836
2023-01-01T02:30:00Z,2.1049333333333333,16.334333333333333,122.28853578722966
2023-01-01T02:45:00Z,2.1062666666666665,16.3196,122.18267731271432
2023-01-01T03:00:00Z,2.1111999999999997,16.3114,122.13772006517884
2023-01-01T03:15:00Z,2.1048,16.306333333333335,122.07846709323124
2023-01-01T03:30:00Z,2.1034,16.2724,121.81977023014537
2023-01-01T03:45:00Z,2.1047333333333333,16.252133333333333,121.67247384739365
2023-01-01T04:00:00Z,2.1104666666666665,16.236666666666668,121.57569432576835
2023-01-01T04:15:00Z,2.1076,16.246733333333335,121.64155848984625
2023-01-01T04:30:00Z,2.106133333333333,16.242533333333334,121.60524711093385
2023-01-01T04:45:00Z,2.1040666666666668,16.232266666666668,121.5215308767321
2023-01-01T05:00:00Z,2.1083333333333334,16.0656,120.2877941788101
2023-01-01T05:15:00Z,2.1071333333333335,16.186466666666668,121.18879080828592
2023-01-01T05:30:00Z,2.1097333333333332,16.248066666666666,121.65862079777366
2023-01-01T05:45:00Z,2.1083333333333334,16.276666666666667,121.86811136322947
2023-01-01T06:00:00Z,2.1054,16.280933333333333,121.89030333930152
2023-01-01T06:15:00Z,2.113933333333333,16.289533333333335,121.9830792084015
2023-01-01T06:30:00Z,2.1124666666666667,16.284399999999998,121.93976038733317
2023-01-01T06:45:00Z,2.107,16.2732,121.83772396120656
2023-01-01T07:00:00Z,2.100533333333334,16.234733333333335,121.52828228604623
2023-01-01T07:15:00Z,2.111733333333333,16.167866666666665,121.06472161387514
2023-01-01T07:30:00Z,2.107666666666667,16.114266666666666,120.6499814898669
2023-01-01T07:45:00Z,2.1098,16.056533333333334,120.22471919089276
2023-01-01T08:00:00Z,2.115333333333333,16.007133333333332,119.87292295974288
2023-01-01T08:15:00Z,2.117266666666666,15.9772,119.65506985162592
2023-01-01T08:30:00Z,2.1196,15.9588,119.52487609342975
2023-01-01T08:45:00Z,2.1286,15.984933333333334,119.74999070556284
2023-01-01T09:00:00Z,2.1370666666666667,16.035,120.1527954506661
2023-01-01T09:15:00Z,2.155533333333333,16.0696,120.47268664493212
2023-01-01T09:30:00Z,2.161133333333334,16.086266666666667,120.6160418171073
2023-01-01T09:45:00Z,2.1739333333333333,16.0638,120.48960117489744
2023-01-01T10:00:00Z,2.1776,16.150266666666667,121.15026243173622
2023-01-01T10:15:00Z,2.197,16.275133333333333,122.1514716107943
2023-01-01T10:30:00Z,2.204066666666667,16.373933333333333,122.91665653655517
2023-01-01T10:45:00Z,2.2159333333333335,16.5476,124.26048620551316
2023-01-01T11:00:00Z,2.223,16.684733333333334,125.31436186950916
2023-01-01T11:15:00Z,2.254,16.625933333333332,124.9781138271739
2023-01-01T11:30:00Z,2.2920666666666665,16.6194,125.05839437059764
2023-01-01T11:45:00Z,2.328533333333333,16.701866666666668,125.803551027662
2023-01-01T12:00:00Z,2.344666666666667,16.8474,126.95537334379956
2023-01-01T12:15:00Z,2.4312,16.9414,127.9638450455872
2023-01-01T12:30:00Z,2.4304666666666668,17.12033333333333,129.3128148614509
2023-01-01T12:45:00Z,2.4479333333333333,17.111533333333334,129.30756161404636
2023-01-01T13:00:00Z,2.470466666666667,17.171533333333333,129.84022836405975
2023-01-01T13:15:00Z,2.454266666666667,17.049599999999998,128.8616649938706
2023-01-01T13:30:00Z,2.4556,16.878466666666668,127.57284118697656
2023-01-01T13:45:00Z,2.4787333333333335,16.741866666666667,126.61971630439793
2023-01-01T14:00:00Z,2.4893333333333336,16.620466666666665,125.73765783913436
2023-01-01T14:15:00Z,2.5116666666666667,16.613333333333333,125.75972345711828
2023-01-01T14:30:00Z,2.5452666666666666,16.758333333333333,126.97275765653636
2023-01-01T14:45:00Z,2.5124,17.0044,128.72257811714377
2023-01-01T15:00:00Z,2.4906,17.2832,130.75587380399162
2023-01-01T15:15:00Z,2.4808,17.2692,130.6152813155762
2023-01-01T15:30:00Z,2.4793333333333334,17.0936,129.28199735901984
2023-01-01T15:45:00Z,2.469733333333333,16.917333333333332,127.91558784934044
2023-01-01T16:00:00Z,2.4583333333333335,16.8504,127.37013897157968
2023-01-01T16:15:00Z,2.4486,16.815066666666667,127.06953357330649
2023-01-01T16:30:00Z,2.450066666666667,16.822733333333332,127.13252353531956
2023-01-01T16:45:00Z,2.4502,16.814066666666665,127.0674871303621
2023-01-01T17:00:00Z,2.446466666666667,16.840133333333334,127.25160097162278
2023-01-01T17:15:00Z,2.438266666666667,16.786666666666665,126.81938952590949
2023-01-01T17:30:00Z,2.4424,16.724866666666667,126.3666635110806
2023-01-01T17:45:00Z,2.435133333333334,16.644266666666667,125.73290925010038
2023-01-01T18:00:00Z,2.4354,16.604666666666667,125.43467267057724
2023-01-01T18:15:00Z,2.4359333333333333,16.571133333333332,125.183165836826
