datetime,Temp_C,DO_mgL,DO_perc
2022-12-30T11:15:00Z,1.6201333333333334,16.8344,124.36900232910526
2022-12-30T11:30:00Z,1.6503333333333332,17.007666666666665,125.75353482949174
2022-12-30T11:45:00Z,1.6661333333333332,17.5646,129.92792241681593
2022-12-30T12:00:00Z,1.6619333333333333,17.9052,132.43209034051932
2022-12-30T12:15:00Z,1.677533333333333,17.887066666666666,132.35474562017637
2022-12-30T12:30:00Z,1.6860666666666666,18.016333333333332,133.34253394334308
2022-12-30T12:45:00Z,1.7349333333333334,18.1422,134.4545451624226
2022-12-30T13:00:00Z,1.7372,18.093733333333333,134.10370094235418
2022-12-30T13:15:00Z,1.814,17.743333333333332,131.7841889892623
2022-12-30T13:30:00Z,1.8443333333333336,17.4772,129.915565455954
2022-12-30T13:45:00Z,1.838666666666667,17.482333333333333,129.93353692868183
2022-12-30T14:00:00Z,1.8413333333333333,17.4244,129.51242844204705
2022-12-30T14:15:00Z,1.857,17.682733333333335,131.4890276969666
2022-12-30T14:30:00Z,1.8562666666666667,17.752666666666666,132.00639968952996
2022-12-30T14:45:00Z,1.8513333333333333,17.6354,131.1166906457141
2022-12-30T15:00:00Z,1.8415333333333332,17.633333333333333,131.06611092534357
2022-12-30T15:15:00Z,1.8330666666666664,17.580666666666666,130.64431691503475
2022-12-30T15:30:00Z,1.8148666666666664,17.811666666666667,132.29486261910816
2022-12-30T15:45:00Z,1.8076,18.0546,134.07250536972583
2022-12-30T16:00:00Z,1.8004666666666669,18.104466666666667,134.41650521596188
2022-12-30T16:15:00Z,1.7976666666666667,18.14453333333333,134.70363127491925
2022-12-30T16:30:00Z,1.7891333333333332,18.0566,134.01943650419355
2022-12-30T16:45:00Z,1.7842,17.940333333333335,133.13845749672114
2022-12-30T17:00:00Z,1.7784666666666666,17.140866666666668,127.18545589579703
2022-12-30T17:15:00Z,1.7791333333333332,16.947466666666667,125.75272636043135
2022-12-30T17:30:00Z,1.78,16.896866666666668,125.38024922184452
2022-12-30T17:45:00Z,1.7742,16.8448,124.97400042692064
2022-12-30T18:00:00Z,1.7732666666666668,16.8034,124.66365397349104
2022-12-30T18:15:00Z,1.7757333333333334,16.749466666666667,124.27193898692424
2022-12-30T18:30:00Z,1.7713333333333334,16.76033333333333,124.3375454866422
2022-12-30T18:45:00Z,1.7728666666666666,16.719733333333334,124.04157282693322
2022-12-30T19:00:00Z,1.7762666666666669,16.71206666666667,123.99626650636598
2022-12-30T19:15:00Z,1.7712666666666663,16.701333333333334,123.89962367790662
2022-12-30T19:30:00Z,1.7749333333333333,16.680866666666667,123.76024658374486
2022-12-30T19:45:00Z,1.777,16.662533333333332,123.6312392200857
2022-12-30T20:00:00Z,1.7741333333333331,16.653,123.550782473585
2022-12-30T20:15:00Z,1.7756,16.6404,123.46227174963164
2022-12-30T20:30:00Z,1.7734,16.626333333333335,123.35045595348431
2022-12-30T20:45:00Z,1.7726666666666666,16.617266666666666,123.28070885649456
2022-12-30T21:00:00Z,1.7748666666666666,16.601133333333333,123.16845618679504
2022-12-30T21:15:00Z,1.7692666666666663,16.594866666666668,123.10303682846384
2022-12-30T21:30:00Z,1.7755333333333334,16.58106666666667,123.0218271567709
2022-12-30T21:45:00Z,1.7713333333333334,16.576933333333333,122.97698150568024
2022-12-30T22:00:00Z,1.7706,16.568466666666666,122.91169669325016
2022-12-30T22:15:00Z,1.7748666666666666,16.5546,122.8232123583882
2022-12-30T22:30:00Z,1.7733333333333332,16.526133333333334,122.60684965860769
2022-12-30T22:45:00Z,1.7734,16.5076,122.46957557475515
2022-12-30T23:00:00Z,1.776333333333333,16.503800000000002,122.4512424878298
2022-12-30T23:15:00Z,1.7692,16.560533333333332,122.84812254203396
2022-12-30T23:30:00Z,1.7757333333333334,16.5616,122.87807042965612
2022-12-30T23:45:00Z,1.776333333333333,16.55506666666667,122.83161955441706
2022-12-31T00:00:00Z,1.777,16.549466666666667,122.7923168404665
2022-12-31T00:15:00Z,1.7691333333333332,16.544933333333333,122.73217516030569
2022-12-31T00:30:00Z,1.7690666666666666,16.5446,122.72947784436748
2022-12-31T00:45:00Z,1.7742666666666669,16.534533333333332,122.67231176781932
2022-12-31T01:00:00Z,1.7741333333333331,16.519,122.55661896842314
2022-12-31T01:15:00Z,1.7748,16.5112,122.50099143771284
2022-12-31T01:30:00Z,1.7733333333333332,16.500733333333333,122.41840787863924
2022-12-31T01:45:00Z,1.7778,16.4796,122.27661107083064
2022-12-31T02:00:00Z,1.7785333333333333,16.465733333333333,122.17618125065968
2022-12-31T02:15:00Z,1.7748,16.447733333333336,122.03011532998516
2022-12-31T02:30:00Z,1.7807333333333333,16.4256,121.88575039526116
2022-12-31T02:45:00Z,1.7799333333333334,16.40886666666667,121.75890762743104
2022-12-31T03:00:00Z,1.7827333333333333,16.3968,121.67871961310748
2022-12-31T03:15:00Z,1.7836,16.379,121.549518992098
2022-12-31T03:30:00Z,1.7799333333333334,16.374333333333333,121.50265952518136
2022-12-31T03:45:00Z,1.7784,16.3784,121.52772083690144
2022-12-31T04:00:00Z,1.7798,16.3656,121.43741106347478
2022-12-31T04:15:00Z,1.7748,16.343533333333333,121.25702777076414
2022-12-31T04:30:00Z,1.7834666666666668,16.309066666666666,121.0300967426333
2022-12-31T04:45:00Z,1.7842,16.293066666666668,120.91379371757738
2022-12-31T05:00:00Z,1.782066666666667,16.163133333333334,119.94251224573172
2022-12-31T05:15:00Z,1.78,16.253800000000002,120.60848528930512
2022-12-31T05:30:00Z,1.7819333333333334,16.284,120.83899092060068
2022-12-31T05:45:00Z,1.7812666666666666,16.297733333333333,120.93868928688866
2022-12-31T06:00:00Z,1.7848,16.318866666666665,121.10725437451433
2022-12-31T06:15:00Z,1.7821333333333331,16.32893333333333,121.17309369497232
2022-12-31T06:30:00Z,1.7791333333333332,16.323533333333334,121.12304811547332
2022-12-31T06:45:00Z,1.7776666666666667,16.3232,121.11569900512887
2022-12-31T07:00:00Z,1.7840666666666667,16.322,121.12806997829176
2022-12-31T07:15:00Z,1.7812666666666668,16.3286,121.16773796089582
2022-12-31T07:30:00Z,1.7856666666666667,16.3122,121.06065836221852
2022-12-31T07:45:00Z,1.7871333333333332,16.298533333333335,120.964100173378
2022-12-31T08:00:00Z,1.7912,16.277733333333334,120.82320985385316
2022-12-31T08:15:00Z,1.8010666666666666,16.277466666666665,120.85394398336324
2022-12-31T08:30:00Z,1.8090666666666664,16.281666666666666,120.91166072669138
