datetime,Temp_C,DO_mgL,DO_perc
2022-11-22T07:45:00Z,1.3262666666666667,12.801133333333333,93.80799650511211
2022-11-22T08:00:00Z,1.3384,12.792,93.77255252737352
2022-11-22T08:15:00Z,1.3620666666666668,12.776533333333331,93.72052368958131
2022-11-22T08:30:00Z,1.3784,12.767333333333331,93.69535587144124
2022-11-22T08:45:00Z,1.3935333333333333,12.765533333333334,93.72135468379726
2022-11-22T09:00:00Z,1.4078666666666666,12.780666666666669,93.86964445648886
2022-11-22T09:15:00Z,1.4165333333333334,12.831933333333334,94.26875687896536
2022-11-22T09:30:00Z,1.439533333333333,12.8652,94.57322529128722
2022-11-22T09:45:00Z,1.4615333333333334,12.891533333333332,94.824398522495855
2022-11-22T10:00:00Z,1.5150666666666666,12.9018,95.0402207392758
2022-11-22T10:15:00Z,1.5044666666666666,12.927466666666666,95.20145045851936
2022-11-22T10:30:00Z,1.4965333333333333,12.911266666666666,95.06133924528712
2022-11-22T10:45:00Z,1.4972666666666667,12.936666666666667,95.25027828120768
2022-11-22T11:00:00Z,1.5173333333333332,12.9692,95.5426913917193
2022-11-22T11:15:00Z,1.5756,12.994933333333334,95.88615801734174
2022-11-22T11:30:00Z,1.5756666666666663,13.0018,95.93700154096072
2022-11-22T11:45:00Z,1.5978666666666668,13.048133333333334,96.33777830548424
2022-11-22T12:00:00Z,1.6300666666666666,13.061933333333334,96.52520204104098
2022-11-22T12:15:00Z,1.6691333333333334,13.080466666666666,96.76611459032968
2022-11-22T12:30:00Z,1.6734,13.100933333333334,96.92889535702663
2022-11-22T12:45:00Z,1.7118,13.137866666666667,97.3048189985017
2022-11-22T13:00:00Z,1.746,13.1654,97.60040209659972
2022-11-22T13:15:00Z,1.7709333333333332,13.202466666666666,97.94222120472396
2022-11-22T13:30:00Z,1.7936,13.229733333333334,98.20557235140583
2022-11-22T13:45:00Z,1.812533333333333,13.239533333333334,98.32938041725126
2022-11-22T14:00:00Z,1.8402,13.246,98.45207443642587
2022-11-22T14:15:00Z,1.8594666666666664,13.2728,98.70338022339988
2022-11-22T14:30:00Z,1.8750666666666669,13.305866666666669,98.99158731850426
2022-11-22T14:45:00Z,1.8693333333333333,13.308,98.99190703296684
2022-11-22T15:00:00Z,1.8552,13.3012,98.90301135067853
2022-11-22T15:15:00Z,1.8658666666666668,13.309466666666667,98.99341289561656
2022-11-22T15:30:00Z,1.8664666666666667,13.3048,98.96033009084366
2022-11-22T15:45:00Z,1.8764,13.293466666666667,98.90294792271077
2022-11-22T16:00:00Z,1.8651333333333333,13.317333333333334,99.0499333014552
2022-11-22T16:15:00Z,1.8622666666666667,13.3806,99.51267224090782
2022-11-22T16:30:00Z,1.8451333333333333,13.450466666666667,99.98531257756288
2022-11-22T16:45:00Z,1.8473333333333333,13.501533333333333,100.3709743701358
2022-11-22T17:00:00Z,1.8459333333333336,13.5348,100.61441883280342
2022-11-22T17:15:00Z,1.8453333333333333,13.5472,100.7049410554046
2022-11-22T17:30:00Z,1.8472666666666664,13.593533333333331,101.05472161904764
2022-11-22T17:45:00Z,1.8488666666666669,13.631266666666669,101.33967680054212
2022-11-22T18:00:00Z,1.8479333333333336,13.6576,101.53285051881625
2022-11-22T18:15:00Z,1.8636666666666664,13.819933333333331,102.78397526014514
2022-11-22T18:30:00Z,1.8806666666666667,13.907,103.47971032003151
2022-11-22T18:45:00Z,1.8833333333333333,14.022266666666669,104.3450129077674
2022-11-22T19:00:00Z,1.8820666666666663,14.078266666666666,104.75809515855812
2022-11-22T19:15:00Z,1.8938666666666664,14.099066666666667,104.94678516415604
2022-11-22T19:30:00Z,1.8926666666666667,14.134066666666666,105.20385094329788
2022-11-22T19:45:00Z,1.8912,14.1524,105.33607964808296
2022-11-22T20:00:00Z,1.8826,14.185333333333334,105.5563334224872
2022-11-22T20:15:00Z,1.9018666666666664,14.173,105.52022548610007
2022-11-22T20:30:00Z,1.9039333333333333,14.246866666666667,106.076177396793
2022-11-22T20:45:00Z,1.9075333333333333,14.283533333333333,106.35966580973152
2022-11-22T21:00:00Z,1.893333333333333,14.295333333333334,106.40614714043669
2022-11-22T21:15:00Z,1.9032,14.250866666666669,106.10382904275724
2022-11-22T21:30:00Z,1.9024666666666668,14.226733333333334,105.92201895066437
2022-11-22T21:45:00Z,1.9074666666666664,14.249333333333334,106.10480820791877
2022-11-22T22:00:00Z,1.9081333333333332,14.260066666666669,106.1866701216374
2022-11-22T22:15:00Z,1.9146,14.235933333333334,106.0257330328664
2022-11-22T22:30:00Z,1.9174666666666669,14.2478,106.1224411439618
2022-11-22T22:45:00Z,1.9052666666666669,14.247733333333333,106.08650336376084
2022-11-22T23:00:00Z,1.903,14.239,106.01489600164405
2022-11-22T23:15:00Z,1.9059333333333333,14.253266666666669,106.12964107536357
2022-11-22T23:30:00Z,1.9054,14.260066666666669,106.17872318032327
2022-11-22T23:45:00Z,1.9046666666666667,14.250466666666666,106.10511210819222
2022-11-23T00:00:00Z,1.8982,14.261533333333333,106.16870914098163
2022-11-23T00:15:00Z,1.8996,14.247533333333331,106.06855392400378
2022-11-23T00:30:00Z,1.901066666666667,14.241333333333332,106.0266551828682
2022-11-23T00:45:00Z,1.8848,14.219933333333334,105.82017703914843
2022-11-23T01:00:00Z,1.877133333333333,14.179,105.4934057765688
2022-11-23T01:15:00Z,1.8650666666666669,14.113066666666668,104.96814364275464
2022-11-23T01:30:00Z,1.8523333333333336,14.069666666666668,104.60883771600854
2022-11-23T01:45:00Z,1.8645333333333336,14.0116,104.21194636639522
2022-11-23T02:00:00Z,1.8622666666666667,13.997,104.09689201948991
2022-11-23T02:15:00Z,1.8480666666666667,13.996133333333333,104.0499434298132
2022-11-23T02:30:00Z,1.8502666666666667,13.973266666666667,103.886212790545
2022-11-23T02:45:00Z,1.8339333333333336,13.9466,103.64153775712566
2022-11-23T03:00:00Z,1.8275333333333332,13.8898,103.20132682749676
2022-11-23T03:15:00Z,1.8282666666666667,13.838333333333331,102.82099671450864
2022-11-23T03:30:00Z,1.8231333333333333,13.780266666666666,102.3751397714246
2022-11-23T03:45:00Z,1.8146666666666669,13.753466666666666,102.15231600529184
2022-11-23T04:00:00Z,1.8140666666666667,13.712866666666669,101.84908793415973
