datetime,wtr_0.0,wtr_0.5,wtr_1.0,wtr_1.5,wtr_2.0,wtr_2.5,wtr_3.0
2022-06-21T15:00:00Z,25.902,25.902,26.195,NA,NA,NA,NA
2022-06-21T15:30:00Z,25.805,25.805,26.39,NA,NA,NA,NA
2022-06-21T16:00:00Z,25.902,25.902,26.488,25.902,25.61,25.028,23.869
2022-06-21T16:30:00Z,25.805,25.805,26.683,25.708,25.416,25.125,23.677
2022-06-21T17:00:00Z,26,26,26.781,25.708,25.416,25.028,23.677
2022-06-21T17:30:00Z,26.195,26.195,26.879,26,25.513,25.125,23.773
2022-06-21T18:00:00Z,26.488,26.488,26.879,26.195,25.805,25.222,23.966
2022-06-21T18:30:00Z,26.781,26.781,27.075,26.39,25.902,25.222,24.062
2022-06-21T19:00:00Z,27.075,27.075,27.075,26.39,26,25.61,24.062
2022-06-21T19:30:00Z,27.173,27.173,27.173,26.488,26.097,25.61,24.158
2022-06-21T20:00:00Z,27.37,27.37,26.977,26.585,26.195,25.708,24.255
2022-06-21T20:30:00Z,27.468,27.468,26.977,26.683,26.195,25.708,24.062
2022-06-21T21:00:00Z,27.468,27.468,26.781,26.781,26.292,25.805,23.581
2022-06-21T21:30:00Z,27.468,27.468,26.781,26.781,26.39,25.805,23.869
2022-06-21T22:00:00Z,27.37,27.37,26.781,26.683,26.292,25.805,23.773
2022-06-21T22:30:00Z,27.173,27.173,26.977,26.683,26.39,25.805,24.062
2022-06-21T23:00:00Z,26.977,26.977,26.879,26.683,26.488,26.292,24.062
2022-06-21T23:30:00Z,27.075,27.075,26.683,26.683,26.585,26,23.677
2022-06-22T00:00:00Z,26.781,26.781,26.683,26.683,26.488,25.902,23.677
2022-06-22T00:30:00Z,27.075,27.075,26.683,26.683,26.39,26,23.677
2022-06-22T01:00:00Z,26.977,26.977,26.683,26.585,26.39,25.513,23.773
2022-06-22T01:30:00Z,26.879,26.879,26.683,26.585,26.585,25.319,23.869
2022-06-22T02:00:00Z,26.683,26.683,26.585,26.585,26.488,25.028,23.869
2022-06-22T02:30:00Z,26.683,26.683,26.585,26.585,26.488,24.931,23.581
2022-06-22T03:00:00Z,26.683,26.683,26.488,26.585,26.488,24.931,23.869
2022-06-22T03:30:00Z,26.585,26.585,26.488,26.585,26.585,25.028,23.773
2022-06-22T04:00:00Z,26.585,26.585,26.488,26.585,26.488,25.028,23.773
2022-06-22T04:30:00Z,26.585,26.585,26.488,26.585,26.488,25.028,23.677
2022-06-22T05:00:00Z,26.585,26.585,26.39,26.488,26.39,25.125,23.677
2022-06-22T05:30:00Z,26.488,26.488,26.39,26.488,26.292,25.125,23.677
2022-06-22T06:00:00Z,26.488,26.488,26.292,26.488,26.097,25.028,23.677
2022-06-22T06:30:00Z,26.488,26.488,26.292,26.39,26,24.931,23.677
2022-06-22T07:00:00Z,26.39,26.39,26.195,26.39,25.902,24.931,23.677
2022-06-22T07:30:00Z,26.39,26.39,26.097,26.292,25.902,24.931,23.677
2022-06-22T08:00:00Z,26.292,26.292,26.097,26.292,25.902,24.931,23.677
2022-06-22T08:30:00Z,26.195,26.195,26.097,26.195,26.097,24.835,23.677
2022-06-22T09:00:00Z,26.195,26.195,26.097,26.195,26,24.738,23.677
2022-06-22T09:30:00Z,26.097,26.097,26,26.097,26,24.931,23.581
2022-06-22T10:00:00Z,26.097,26.097,26,26.097,26,24.931,23.484
2022-06-22T10:30:00Z,26.097,26.097,26.097,26,26,24.931,23.581
2022-06-22T11:00:00Z,26.097,26.097,26.097,26,25.902,24.835,23.581
2022-06-22T11:30:00Z,26,26,26.195,26,25.902,24.835,23.581
2022-06-22T12:00:00Z,26,26,26.292,26,25.902,24.835,23.677
2022-06-22T12:30:00Z,26.097,26.097,26.39,26,25.902,24.931,23.677
2022-06-22T13:00:00Z,26.097,26.097,26.488,26,25.902,24.931,23.677
2022-06-22T13:30:00Z,26.097,26.097,26.781,26,25.902,24.931,23.581
2022-06-22T14:00:00Z,26.292,26.292,27.075,26.097,25.902,25.222,23.581
2022-06-22T14:30:00Z,26.39,26.39,27.272,26.195,25.902,25.028,23.484
2022-06-22T15:00:00Z,26.977,26.977,27.37,26.292,26,25.028,23.581
2022-06-22T15:30:00Z,26.879,26.879,27.468,26.39,26,25.028,23.581
2022-06-22T16:00:00Z,28.06,28.06,27.567,26.585,26.097,24.545,23.773
2022-06-22T16:30:00Z,27.862,27.862,27.567,26.781,26.195,24.545,23.869
2022-06-22T17:00:00Z,27.567,27.567,27.567,26.879,26.39,24.641,23.869
2022-06-22T17:30:00Z,27.272,27.272,27.665,26.977,26.195,24.835,23.677
2022-06-22T18:00:00Z,27.272,27.272,27.665,27.173,26.39,24.835,23.869
2022-06-22T18:30:00Z,27.37,27.37,27.567,27.173,26.488,24.835,23.773
2022-06-22T19:00:00Z,27.468,27.468,27.665,27.272,26.683,24.835,23.581
2022-06-22T19:30:00Z,27.665,27.665,27.567,27.272,26.683,24.931,23.581
2022-06-22T20:00:00Z,27.862,27.862,27.468,27.272,26.488,25.028,23.677
2022-06-22T20:30:00Z,27.862,27.862,27.468,27.272,26.488,24.931,23.773
2022-06-22T21:00:00Z,27.862,27.862,27.37,27.37,26.292,24.931,23.773
2022-06-22T21:30:00Z,27.665,27.665,27.272,27.272,26.195,24.835,23.677
2022-06-22T22:00:00Z,27.567,27.567,27.272,27.272,26.097,24.835,23.773
2022-06-22T22:30:00Z,27.567,27.567,27.173,27.272,26.39,24.835,23.773
2022-06-22T23:00:00Z,27.37,27.37,27.075,27.272,26,24.835,23.773
2022-06-22T23:30:00Z,27.272,27.272,27.075,27.173,26,24.835,23.869
2022-06-23T00:00:00Z,27.272,27.272,26.977,27.173,25.902,24.931,23.966
2022-06-23T00:30:00Z,27.173,27.173,26.977,27.075,25.708,25.028,23.869
2022-06-23T01:00:00Z,27.075,27.075,26.879,26.977,25.61,25.125,23.773
2022-06-23T01:30:00Z,26.977,26.977,26.781,26.977,25.708,25.125,23.869
2022-06-23T02:00:00Z,26.977,26.977,26.781,26.977,25.708,25.222,23.869
2022-06-23T02:30:00Z,26.879,26.879,26.683,26.879,25.805,25.319,23.773
2022-06-23T03:00:00Z,26.879,26.879,26.683,26.781,25.902,25.319,23.869
2022-06-23T03:30:00Z,26.781,26.781,26.585,26.781,26.097,25.125,23.966
2022-06-23T04:00:00Z,26.781,26.781,26.585,26.683,26.195,25.125,24.062
2022-06-23T04:30:00Z,26.683,26.683,26.488,26.683,26.097,25.222,24.062
2022-06-23T05:00:00Z,26.683,26.683,26.39,26.585,26.097,25.319,23.966
2022-06-23T05:30:00Z,26.585,26.585,26.39,26.585,26.097,25.319,23.869
2022-06-23T06:00:00Z,26.585,26.585,26.292,26.488,26,25.416,23.869
2022-06-23T06:30:00Z,26.488,26.488,26.195,26.488,26.195,25.416,23.869
2022-06-23T07:00:00Z,26.39,26.39,26.195,26.39,26.292,25.416,23.869
2022-06-23T07:30:00Z,26.292,26.292,26.097,26.292,26.292,25.319,23.869
2022-06-23T08:00:00Z,26.292,26.292,26.097,26.292,26.292,25.222,23.869
2022-06-23T08:30:00Z,26.195,26.195,26.097,26.195,26.195,25.222,23.869
2022-06-23T09:00:00Z,26.195,26.195,26,26.195,26.195,25.222,23.869
2022-06-23T09:30:00Z,26.097,26.097,26,26.097,26.097,25.222,23.869
2022-06-23T10:00:00Z,26.097,26.097,26.097,26.097,26,25.222,23.869
2022-06-23T10:30:00Z,26.097,26.097,26.195,26,26,25.222,23.773
2022-06-23T11:00:00Z,26,26,26.292,26,26,25.319,23.773
2022-06-23T11:30:00Z,26.097,26.097,26.488,26,25.902,25.513,23.773
2022-06-23T12:00:00Z,26.292,26.292,26.683,26,25.902,25.513,23.773
2022-06-23T12:30:00Z,26.488,26.488,26.879,26.097,26,25.61,23.773
2022-06-23T13:00:00Z,26.683,26.683,27.075,26.097,26,25.708,23.773
2022-06-23T13:30:00Z,26.977,26.977,27.173,26.292,26,25.513,23.869
2022-06-23T14:00:00Z,27.272,27.272,27.272,26.39,26.097,25.319,23.869
2022-06-23T14:30:00Z,27.764,27.764,27.468,26.488,26.097,25.125,23.869
2022-06-23T15:00:00Z,28.258,28.258,27.468,26.683,26.195,25.125,23.869
2022-06-23T15:30:00Z,28.456,28.456,27.567,26.683,26.195,25.125,24.062
2022-06-23T16:00:00Z,28.754,28.754,27.764,26.781,26.292,25.319,24.062
2022-06-23T16:30:00Z,28.853,28.853,27.764,26.879,26.292,25.513,24.062
2022-06-23T17:00:00Z,28.754,28.754,27.961,26.879,26.292,25.513,23.966
2022-06-23T17:30:00Z,28.258,28.258,27.961,26.977,26.292,25.61,23.966
2022-06-23T18:00:00Z,28.655,28.655,27.862,27.075,26.292,25.805,23.966
2022-06-23T18:30:00Z,29.352,29.352,27.764,26.879,26.292,25.805,23.966
2022-06-23T19:00:00Z,29.853,29.853,27.665,26.977,26.39,25.708,23.966
2022-06-23T19:30:00Z,30.659,30.659,27.764,26.977,26.39,25.708,24.062
2022-06-23T20:00:00Z,30.862,30.862,27.567,26.977,26.39,25.319,24.158
2022-06-23T20:30:00Z,30.862,30.862,27.468,26.879,26.292,25.416,24.158
2022-06-23T21:00:00Z,30.558,30.558,27.272,26.879,26.195,25.222,24.158
2022-06-23T21:30:00Z,30.255,30.255,27.173,26.781,26.195,25.222,23.966
2022-06-23T22:00:00Z,29.853,29.853,27.075,26.683,26.097,25.319,23.869
2022-06-23T22:30:00Z,29.552,29.552,27.075,26.585,26.097,25.222,23.966
2022-06-23T23:00:00Z,29.252,29.252,26.977,26.585,26.097,25.319,23.966
2022-06-23T23:30:00Z,28.953,28.953,26.879,26.585,26.097,25.319,23.966
2022-06-24T00:00:00Z,28.555,28.555,27.567,26.488,25.902,25.028,24.062
2022-06-24T00:30:00Z,28.258,28.258,27.665,26.488,25.902,25.028,23.869
2022-06-24T01:00:00Z,27.961,27.961,27.567,26.488,25.902,25.319,23.966
2022-06-24T01:30:00Z,27.862,27.862,27.567,26.488,26,25.416,24.062
2022-06-24T02:00:00Z,27.665,27.665,27.567,26.585,26.097,25.416,24.158
2022-06-24T02:30:00Z,27.665,27.665,27.567,26.585,26.097,25.416,24.158
2022-06-24T03:00:00Z,27.567,27.567,27.468,26.683,26.097,25.513,24.158
2022-06-24T03:30:00Z,27.567,27.567,27.567,26.683,26.097,25.513,24.158
2022-06-24T04:00:00Z,27.665,27.665,27.567,26.488,26.097,25.61,24.062
2022-06-24T04:30:00Z,27.665,27.665,27.468,26.585,26.097,25.513,23.966
2022-06-24T05:00:00Z,27.567,27.567,27.468,26.585,26.195,25.513,24.062
2022-06-24T05:30:00Z,27.567,27.567,27.468,26.585,26.292,25.513,24.062
2022-06-24T06:00:00Z,27.567,27.567,27.37,26.585,26.39,25.319,24.062
2022-06-24T06:30:00Z,27.567,27.567,27.272,26.585,26.292,25.319,23.966
2022-06-24T07:00:00Z,27.468,27.468,27.272,26.683,26.097,25.319,24.255
2022-06-24T07:30:00Z,27.468,27.468,27.173,26.683,26.195,25.416,24.158
2022-06-24T08:00:00Z,27.37,27.37,27.075,26.585,26.195,25.319,24.062
2022-06-24T08:30:00Z,27.272,27.272,27.075,26.683,26.195,25.319,24.158
2022-06-24T09:00:00Z,27.272,27.272,26.977,26.683,26.195,25.222,24.062
2022-06-24T09:30:00Z,27.173,27.173,26.977,26.683,26.195,25.125,24.062
2022-06-24T10:00:00Z,27.075,27.075,27.075,26.781,26.097,25.125,24.062
2022-06-24T10:30:00Z,27.075,27.075,27.173,26.879,26.097,25.125,24.062
2022-06-24T11:00:00Z,26.977,26.977,27.272,26.879,26,25.222,24.062
2022-06-24T11:30:00Z,27.075,27.075,27.468,26.879,26,25.222,23.966
2022-06-24T12:00:00Z,27.173,27.173,27.567,26.879,26,25.222,24.062
2022-06-24T12:30:00Z,27.37,27.37,27.665,26.977,26.097,25.125,23.966
2022-06-24T13:00:00Z,27.567,27.567,27.764,27.075,26.097,25.125,24.062
2022-06-24T13:30:00Z,27.862,27.862,27.961,27.075,26.195,25.125,23.966
2022-06-24T14:00:00Z,28.06,28.06,28.159,27.075,26.195,25.125,24.062
2022-06-24T14:30:00Z,28.357,28.357,28.159,27.173,26,25.222,24.062
2022-06-24T15:00:00Z,28.555,28.555,28.258,27.173,26.097,25.222,23.966
2022-06-24T15:30:00Z,28.754,28.754,28.357,27.173,26.195,25.319,24.158
2022-06-24T16:00:00Z,28.853,28.853,28.555,27.567,26.097,25.222,24.062
2022-06-24T16:30:00Z,28.655,28.655,28.555,27.567,26.195,25.222,24.158
2022-06-24T17:00:00Z,28.754,28.754,28.555,27.567,26.292,25.222,24.158
2022-06-24T17:30:00Z,28.853,28.853,28.555,27.764,26.39,25.222,24.062
2022-06-24T18:00:00Z,28.953,28.953,28.655,27.862,26.39,25.125,24.062
2022-06-24T18:30:00Z,29.053,29.053,28.655,27.862,26.292,25.028,24.158
2022-06-24T19:00:00Z,29.452,29.452,28.655,27.961,26.39,25.125,24.255
2022-06-24T19:30:00Z,29.452,29.452,28.655,27.961,26.585,25.125,24.255
2022-06-24T20:00:00Z,29.552,29.552,28.655,27.961,26.292,25.125,24.158
2022-06-24T20:30:00Z,29.652,29.652,28.655,27.961,26,25.125,24.158
2022-06-24T21:00:00Z,29.652,29.652,28.555,27.961,26.097,25.319,24.255
2022-06-24T21:30:00Z,29.452,29.452,28.555,27.862,26.195,25.319,24.255
2022-06-24T22:00:00Z,29.152,29.152,28.555,28.159,26.39,25.416,24.351
2022-06-24T22:30:00Z,29.053,29.053,28.456,28.258,26.488,25.513,24.351
2022-06-24T23:00:00Z,28.953,28.953,28.357,28.357,26.39,25.416,24.351
2022-06-24T23:30:00Z,28.853,28.853,28.258,28.159,26.488,25.513,24.351
2022-06-25T00:00:00Z,28.655,28.655,28.258,27.961,26.488,25.416,24.255
2022-06-25T00:30:00Z,28.555,28.555,28.159,27.764,26.488,25.416,24.351
2022-06-25T01:00:00Z,28.357,28.357,28.159,27.764,26.488,25.513,24.351
2022-06-25T01:30:00Z,28.258,28.258,28.06,27.764,26.39,25.61,24.351
2022-06-25T02:00:00Z,28.258,28.258,28.06,27.764,26.292,25.708,24.351
2022-06-25T02:30:00Z,28.159,28.159,27.961,27.862,26.39,25.708,24.351
2022-06-25T03:00:00Z,28.159,28.159,27.961,28.06,26.488,25.708,24.351
2022-06-25T03:30:00Z,28.06,28.06,27.862,27.961,26.585,25.708,24.448
2022-06-25T04:00:00Z,28.06,28.06,27.862,27.961,26.683,25.61,24.448
2022-06-25T04:30:00Z,27.961,27.961,27.764,27.961,26.683,25.61,24.351
2022-06-25T05:00:00Z,27.961,27.961,27.665,27.862,26.585,25.61,24.351
2022-06-25T05:30:00Z,27.862,27.862,27.665,27.862,26.585,25.61,24.351
2022-06-25T06:00:00Z,27.862,27.862,27.665,27.764,26.585,25.513,24.351
2022-06-25T06:30:00Z,27.764,27.764,27.567,27.764,26.585,25.513,24.351
2022-06-25T07:00:00Z,27.764,27.764,27.567,27.665,26.488,25.513,24.448
2022-06-25T07:30:00Z,27.665,27.665,27.468,27.665,26.585,25.513,24.255
2022-06-25T08:00:00Z,27.567,27.567,27.468,27.567,26.488,25.416,24.351
2022-06-25T08:30:00Z,27.567,27.567,27.37,27.567,26.585,25.416,24.351
2022-06-25T09:00:00Z,27.468,27.468,27.272,27.468,26.585,25.513,24.351
2022-06-25T09:30:00Z,27.468,27.468,27.272,27.468,26.488,25.513,24.255
2022-06-25T10:00:00Z,27.37,27.37,27.173,27.37,26.585,25.416,24.351
2022-06-25T10:30:00Z,27.37,27.37,27.173,27.37,26.585,25.513,24.255
2022-06-25T11:00:00Z,27.272,27.272,27.075,27.272,26.488,25.416,24.255
2022-06-25T11:30:00Z,27.272,27.272,27.075,27.173,26.683,25.416,24.255
2022-06-25T12:00:00Z,27.173,27.173,27.075,27.173,26.879,25.513,24.158
2022-06-25T12:30:00Z,27.173,27.173,27.075,27.173,26.879,25.319,24.158
2022-06-25T13:00:00Z,27.075,27.075,27.173,27.075,26.879,25.319,24.351
2022-06-25T13:30:00Z,27.075,27.075,26.879,26.977,26.879,25.319,24.255
2022-06-25T14:00:00Z,26.977,26.977,26.977,26.977,26.683,25.319,24.158
2022-06-25T14:30:00Z,27.075,27.075,26.879,26.977,26.683,25.319,24.158
2022-06-25T15:00:00Z,27.173,27.173,26.781,26.977,26.683,25.319,24.255
2022-06-25T15:30:00Z,26.879,26.879,26.683,26.879,26.39,25.416,24.351
2022-06-25T16:00:00Z,26.977,26.977,26.683,26.879,26.585,25.416,24.255
2022-06-25T16:30:00Z,26.879,26.879,26.683,26.781,26.781,25.416,24.158
2022-06-25T17:00:00Z,26.683,26.683,26.683,26.683,26.683,25.416,24.062
2022-06-25T17:30:00Z,26.683,26.683,26.683,26.683,26.683,25.319,24.255
2022-06-25T18:00:00Z,26.683,26.683,26.683,26.683,26.585,25.513,24.351
2022-06-25T18:30:00Z,26.683,26.683,26.683,26.585,26.585,25.319,24.448
2022-06-25T19:00:00Z,26.683,26.683,26.683,26.585,26.585,25.416,24.448
2022-06-25T19:30:00Z,26.683,26.683,26.683,26.585,26.585,25.513,24.351
2022-06-25T20:00:00Z,26.683,26.683,26.585,26.585,26.488,25.61,24.351
2022-06-25T20:30:00Z,26.683,26.683,26.585,26.585,26.488,25.708,24.351
2022-06-25T21:00:00Z,26.781,26.781,26.488,26.585,26.488,25.708,24.448
2022-06-25T21:30:00Z,26.683,26.683,26.488,26.585,26.488,25.61,24.351
2022-06-25T22:00:00Z,26.683,26.683,26.488,26.585,26.488,25.708,24.351
2022-06-25T22:30:00Z,26.585,26.585,26.488,26.585,26.488,25.805,24.351
2022-06-25T23:00:00Z,26.585,26.585,26.39,26.488,26.488,25.805,24.448
2022-06-25T23:30:00Z,26.585,26.585,26.39,26.488,26.39,25.708,24.448
2022-06-26T00:00:00Z,26.488,26.488,26.39,26.488,26.39,25.708,24.448
2022-06-26T00:30:00Z,26.488,26.488,26.39,26.488,26.39,25.708,24.448
2022-06-26T01:00:00Z,26.39,26.39,26.292,26.39,26.39,25.61,24.448
2022-06-26T01:30:00Z,26.39,26.39,26.292,26.39,26.39,25.61,24.448
2022-06-26T02:00:00Z,26.39,26.39,26.292,26.39,26.39,25.61,24.448
2022-06-26T02:30:00Z,26.39,26.39,26.292,26.39,26.292,25.61,24.448
2022-06-26T03:00:00Z,26.292,26.292,26.195,26.292,26.292,25.61,24.545
2022-06-26T03:30:00Z,26.292,26.292,26.195,26.292,26.292,25.61,24.545
2022-06-26T04:00:00Z,26.292,26.292,26.195,26.292,26.195,25.513,24.448
2022-06-26T04:30:00Z,26.292,26.292,26.097,26.195,26.195,25.61,24.448
2022-06-26T05:00:00Z,26.195,26.195,26.097,26.195,26.195,25.513,24.448
2022-06-26T05:30:00Z,26.195,26.195,26.097,26.195,26.195,25.513,24.448
2022-06-26T06:00:00Z,26.097,26.097,26,26.097,26.097,25.416,24.448
2022-06-26T06:30:00Z,26.097,26.097,26,26.097,26.097,25.416,24.448
2022-06-26T07:00:00Z,26.097,26.097,25.902,26.097,26,25.61,24.448
2022-06-26T07:30:00Z,26.097,26.097,25.902,26,26,25.513,24.545
2022-06-26T08:00:00Z,26,26,25.805,26,26,25.61,24.545
2022-06-26T08:30:00Z,25.902,25.902,25.708,25.902,25.902,25.805,24.448
2022-06-26T09:00:00Z,25.902,25.902,25.708,25.902,25.902,25.805,24.351
2022-06-26T09:30:00Z,25.805,25.805,25.708,25.805,25.805,25.805,24.255
2022-06-26T10:00:00Z,25.805,25.805,25.708,25.805,25.708,25.708,24.351
2022-06-26T10:30:00Z,25.708,25.708,25.708,25.708,25.708,25.61,24.448
2022-06-26T11:00:00Z,25.708,25.708,25.805,25.61,25.61,25.513,24.351
2022-06-26T11:30:00Z,25.708,25.708,25.902,25.61,25.61,25.513,24.545
2022-06-26T12:00:00Z,25.805,25.805,26,25.61,25.513,25.416,24.255
2022-06-26T12:30:00Z,25.902,25.902,26.097,25.61,25.513,25.416,24.351
2022-06-26T13:00:00Z,26.097,26.097,26.097,25.61,25.513,25.416,24.448
2022-06-26T13:30:00Z,26.195,26.195,26.097,25.708,25.513,25.416,24.641
2022-06-26T14:00:00Z,26.488,26.488,26.195,25.708,25.513,25.416,24.545
2022-06-26T14:30:00Z,26.683,26.683,26.292,25.805,25.513,25.416,24.835
2022-06-26T15:00:00Z,26.879,26.879,26.39,25.805,25.61,25.513,24.931
2022-06-26T15:30:00Z,26.879,26.879,26.39,25.805,25.61,25.513,25.319
2022-06-26T16:00:00Z,27.075,27.075,26.39,25.805,25.708,25.513,25.416
2022-06-26T16:30:00Z,26.879,26.879,26.488,25.902,25.708,25.61,25.513
2022-06-26T17:00:00Z,26.683,26.683,26.39,26,25.805,25.61,25.513
2022-06-26T17:30:00Z,26.39,26.39,26.39,26.097,25.902,25.708,25.61
2022-06-26T18:00:00Z,26.39,26.39,26.488,26.097,25.902,25.708,25.61
2022-06-26T18:30:00Z,26.488,26.488,26.488,26.195,26,25.805,25.708
2022-06-26T19:00:00Z,26.39,26.39,26.488,26.195,26,25.805,25.708
2022-06-26T19:30:00Z,26.292,26.292,26.39,26.195,26,25.805,25.61
2022-06-26T20:00:00Z,26.488,26.488,26.39,26.292,26.097,25.902,25.708
2022-06-26T20:30:00Z,26.488,26.488,26.292,26.292,26.097,25.902,25.708
2022-06-26T21:00:00Z,26.488,26.488,26.195,26.39,26.097,26,25.805
2022-06-26T21:30:00Z,26.488,26.488,26.097,26.292,26.097,26,25.902
2022-06-26T22:00:00Z,26.488,26.488,26,26.292,26.097,26,25.902
2022-06-26T22:30:00Z,26.39,26.39,26,26.292,26.097,26,25.902
2022-06-26T23:00:00Z,26.195,26.195,25.805,26.097,26,25.902,25.902
2022-06-26T23:30:00Z,26.195,26.195,25.805,26.097,26,25.902,25.902
2022-06-27T00:00:00Z,26.097,26.097,25.708,26,25.902,25.902,25.805
2022-06-27T00:30:00Z,26,26,25.708,25.902,25.902,25.805,25.805
2022-06-27T01:00:00Z,25.805,25.805,25.708,25.805,25.805,25.708,25.708
2022-06-27T01:30:00Z,25.805,25.805,25.61,25.805,25.708,25.708,25.708
2022-06-27T02:00:00Z,25.708,25.708,25.61,25.708,25.708,25.708,25.61
2022-06-27T02:30:00Z,25.708,25.708,25.513,25.708,25.61,25.61,25.61
2022-06-27T03:00:00Z,25.61,25.61,25.513,25.61,25.61,25.61,25.513
2022-06-27T03:30:00Z,25.61,25.61,25.416,25.61,25.61,25.513,25.513
2022-06-27T04:00:00Z,25.61,25.61,25.416,25.61,25.513,25.513,25.416
2022-06-27T04:30:00Z,25.513,25.513,25.319,25.513,25.513,25.513,25.222
2022-06-27T05:00:00Z,25.513,25.513,25.319,25.416,25.416,25.416,25.319
2022-06-27T05:30:00Z,25.416,25.416,25.222,25.416,25.416,25.319,25.222
2022-06-27T06:00:00Z,25.416,25.416,25.222,25.416,25.319,25.319,25.222
2022-06-27T06:30:00Z,25.319,25.319,25.222,25.319,25.319,25.319,25.222
2022-06-27T07:00:00Z,25.319,25.319,25.125,25.222,25.222,25.222,25.222
2022-06-27T07:30:00Z,25.222,25.222,25.125,25.222,25.222,25.222,25.125
2022-06-27T08:00:00Z,25.222,25.222,24.931,25.222,25.222,25.125,25.125
2022-06-27T08:30:00Z,25.125,25.125,24.931,25.125,25.125,25.125,25.028
2022-06-27T09:00:00Z,25.125,25.125,24.931,25.125,25.125,25.028,25.028
2022-06-27T09:30:00Z,25.028,25.028,24.931,25.028,25.028,24.931,24.931
2022-06-27T10:00:00Z,25.028,25.028,24.931,25.028,24.931,24.931,24.931
2022-06-27T10:30:00Z,25.028,25.028,24.931,24.931,24.931,24.931,24.835
2022-06-27T11:00:00Z,25.028,25.028,25.028,24.931,24.931,24.835,24.835
2022-06-27T11:30:00Z,25.125,25.125,25.125,24.931,24.835,24.835,24.738
2022-06-27T12:00:00Z,25.125,25.125,25.222,24.835,24.835,24.738,24.738
2022-06-27T12:30:00Z,25.319,25.319,25.319,24.835,24.835,24.738,24.641
2022-06-27T13:00:00Z,25.513,25.513,25.416,24.835,24.738,24.641,24.641
2022-06-27T13:30:00Z,25.708,25.708,25.61,24.931,24.738,24.641,24.545
2022-06-27T14:00:00Z,25.902,25.902,25.708,24.931,24.738,24.641,24.448
2022-06-27T14:30:00Z,26.195,26.195,25.708,25.028,24.835,24.641,24.351
2022-06-27T15:00:00Z,26.39,26.39,25.805,25.028,24.835,24.641,24.351
2022-06-27T15:30:00Z,26.585,26.585,25.805,25.222,24.931,24.738,24.351
2022-06-27T16:00:00Z,26.683,26.683,25.902,25.319,25.028,24.835,24.448
2022-06-27T16:30:00Z,26.488,26.488,25.902,25.319,25.125,24.931,24.545
2022-06-27T17:00:00Z,26.097,26.097,26,25.416,25.222,24.931,24.545
2022-06-27T17:30:00Z,25.902,25.902,26,25.416,25.222,24.835,24.641
2022-06-27T18:00:00Z,25.902,25.902,26.097,25.513,25.319,24.835,24.641
2022-06-27T18:30:00Z,25.805,25.805,26.097,25.708,25.416,24.738,24.545
2022-06-27T19:00:00Z,25.902,25.902,26.097,25.708,25.222,24.641,24.448
2022-06-27T19:30:00Z,25.902,25.902,26.097,25.805,25.513,24.835,24.448
2022-06-27T20:00:00Z,26.097,26.097,26.097,25.902,25.61,24.738,24.448
2022-06-27T20:30:00Z,26.195,26.195,26.097,26,25.513,24.641,24.448
2022-06-27T21:00:00Z,26.195,26.195,26,26,25.416,24.641,24.448
2022-06-27T21:30:00Z,26.195,26.195,25.902,26,25.708,24.641,24.448
2022-06-27T22:00:00Z,26.097,26.097,25.805,26,25.319,24.641,24.351
2022-06-27T22:30:00Z,26.097,26.097,25.708,26,25.416,24.641,24.351
2022-06-27T23:00:00Z,26,26,25.708,25.902,25.125,24.641,24.255
2022-06-27T23:30:00Z,26,26,25.61,25.902,24.931,24.641,24.255
2022-06-28T00:00:00Z,25.902,25.902,25.513,25.805,25.028,24.641,24.158
2022-06-28T00:30:00Z,25.805,25.805,25.513,25.708,25.125,24.641,24.158
2022-06-28T01:00:00Z,25.61,25.61,25.416,25.61,25.222,24.641,24.062
2022-06-28T01:30:00Z,25.61,25.61,25.416,25.61,25.125,24.545,24.062
2022-06-28T02:00:00Z,25.513,25.513,25.319,25.513,24.931,24.545,24.062
2022-06-28T02:30:00Z,25.513,25.513,25.222,25.513,24.931,24.641,24.062
2022-06-28T03:00:00Z,25.416,25.416,25.222,25.416,24.835,24.641,23.966
2022-06-28T03:30:00Z,25.416,25.416,25.125,25.416,24.835,24.641,23.966
2022-06-28T04:00:00Z,25.319,25.319,25.125,25.319,25.222,24.641,23.966
2022-06-28T04:30:00Z,25.222,25.222,25.125,25.222,25.125,24.738,23.966
2022-06-28T05:00:00Z,25.222,25.222,25.028,25.222,25.125,24.641,24.062
2022-06-28T05:30:00Z,25.222,25.222,24.931,25.125,25.125,24.641,24.062
2022-06-28T06:00:00Z,25.125,25.125,24.931,25.125,25.028,24.641,24.062
2022-06-28T06:30:00Z,25.028,25.028,24.835,25.028,24.931,24.641,24.062
2022-06-28T07:00:00Z,25.028,25.028,24.835,25.028,24.931,24.641,24.062
2022-06-28T07:30:00Z,24.931,24.931,24.835,24.931,24.931,24.641,24.062
2022-06-28T08:00:00Z,24.931,24.931,24.738,24.931,24.835,24.738,24.062
2022-06-28T08:30:00Z,24.835,24.835,24.738,24.835,24.835,24.738,24.062
2022-06-28T09:00:00Z,24.835,24.835,24.641,24.835,24.835,24.738,24.062
2022-06-28T09:30:00Z,24.835,24.835,24.641,24.738,24.738,24.738,24.062
2022-06-28T10:00:00Z,24.738,24.738,24.738,24.738,24.738,24.641,24.158
2022-06-28T10:30:00Z,24.738,24.738,24.835,24.738,24.641,24.641,24.062
