datetime,DO_mgL,Temp_C,wtr_0.0,wtr_0.5,wtr_1.0,wtr_1.5,wtr_2.0,wtr_2.5,wtr_3.0
2022-06-21T15:00:00Z,8.65,22.32,25.902,25.902,26.195,NA,NA,NA,NA
2022-06-21T15:30:00Z,8.3,24.9,25.805,25.805,26.39,NA,NA,NA,NA
2022-06-21T16:00:00Z,10.3,26.22,25.902,25.902,26.488,25.902,25.61,25.028,23.869
2022-06-21T16:30:00Z,10.76,25.2,25.805,25.805,26.683,25.708,25.416,25.125,23.677
2022-06-21T17:00:00Z,10.87,25.3,26,26,26.781,25.708,25.416,25.028,23.677
2022-06-21T17:30:00Z,10.99,25.38,26.195,26.195,26.879,26,25.513,25.125,23.773
2022-06-21T18:00:00Z,11.05,25.48,26.488,26.488,26.879,26.195,25.805,25.222,23.966
2022-06-21T18:30:00Z,11.11,25.54,26.781,26.781,27.075,26.39,25.902,25.222,24.062
2022-06-21T19:00:00Z,11.16,25.68,27.075,27.075,27.075,26.39,26,25.61,24.062
2022-06-21T19:30:00Z,11.19,25.78,27.173,27.173,27.173,26.488,26.097,25.61,24.158
2022-06-21T20:00:00Z,11.19,25.92,27.37,27.37,26.977,26.585,26.195,25.708,24.255
2022-06-21T20:30:00Z,11.26,26.06,27.468,27.468,26.977,26.683,26.195,25.708,24.062
2022-06-21T21:00:00Z,11.32,26.18,27.468,27.468,26.781,26.781,26.292,25.805,23.581
2022-06-21T21:30:00Z,11.36,26.26,27.468,27.468,26.781,26.781,26.39,25.805,23.869
2022-06-21T22:00:00Z,11.34,26.3,27.37,27.37,26.781,26.683,26.292,25.805,23.773
2022-06-21T22:30:00Z,11.35,26.28,27.173,27.173,26.977,26.683,26.39,25.805,24.062
2022-06-21T23:00:00Z,11.21,26.24,26.977,26.977,26.879,26.683,26.488,26.292,24.062
2022-06-21T23:30:00Z,11.21,26.34,27.075,27.075,26.683,26.683,26.585,26,23.677
2022-06-22T00:00:00Z,11.18,26.4,26.781,26.781,26.683,26.683,26.488,25.902,23.677
2022-06-22T00:30:00Z,11.21,26.54,27.075,27.075,26.683,26.683,26.39,26,23.677
2022-06-22T01:00:00Z,11.22,26.58,26.977,26.977,26.683,26.585,26.39,25.513,23.773
2022-06-22T01:30:00Z,11.15,26.5,26.879,26.879,26.683,26.585,26.585,25.319,23.869
2022-06-22T02:00:00Z,11.12,26.38,26.683,26.683,26.585,26.585,26.488,25.028,23.869
2022-06-22T02:30:00Z,11.09,26.34,26.683,26.683,26.585,26.585,26.488,24.931,23.581
2022-06-22T03:00:00Z,11.14,26.34,26.683,26.683,26.488,26.585,26.488,24.931,23.869
2022-06-22T03:30:00Z,11.06,26.32,26.585,26.585,26.488,26.585,26.585,25.028,23.773
2022-06-22T04:00:00Z,11.02,26.3,26.585,26.585,26.488,26.585,26.488,25.028,23.773
2022-06-22T04:30:00Z,11,26.26,26.585,26.585,26.488,26.585,26.488,25.028,23.677
2022-06-22T05:00:00Z,10.89,26.24,26.585,26.585,26.39,26.488,26.39,25.125,23.677
2022-06-22T05:30:00Z,10.85,26.22,26.488,26.488,26.39,26.488,26.292,25.125,23.677
2022-06-22T06:00:00Z,10.95,26.2,26.488,26.488,26.292,26.488,26.097,25.028,23.677
2022-06-22T06:30:00Z,10.91,26.16,26.488,26.488,26.292,26.39,26,24.931,23.677
2022-06-22T07:00:00Z,10.82,26.12,26.39,26.39,26.195,26.39,25.902,24.931,23.677
2022-06-22T07:30:00Z,10.73,26.04,26.39,26.39,26.097,26.292,25.902,24.931,23.677
2022-06-22T08:00:00Z,10.65,25.98,26.292,26.292,26.097,26.292,25.902,24.931,23.677
2022-06-22T08:30:00Z,10.58,25.94,26.195,26.195,26.097,26.195,26.097,24.835,23.677
2022-06-22T09:00:00Z,10.52,25.9,26.195,26.195,26.097,26.195,26,24.738,23.677
2022-06-22T09:30:00Z,10.44,25.84,26.097,26.097,26,26.097,26,24.931,23.581
2022-06-22T10:00:00Z,10.43,25.8,26.097,26.097,26,26.097,26,24.931,23.484
2022-06-22T10:30:00Z,10.41,25.74,26.097,26.097,26.097,26,26,24.931,23.581
2022-06-22T11:00:00Z,10.36,25.72,26.097,26.097,26.097,26,25.902,24.835,23.581
2022-06-22T11:30:00Z,10.31,25.68,26,26,26.195,26,25.902,24.835,23.581
2022-06-22T12:00:00Z,10.31,25.64,26,26,26.292,26,25.902,24.835,23.677
2022-06-22T12:30:00Z,10.32,25.6,26.097,26.097,26.39,26,25.902,24.931,23.677
2022-06-22T13:00:00Z,10.31,25.58,26.097,26.097,26.488,26,25.902,24.931,23.677
2022-06-22T13:30:00Z,10.35,25.6,26.097,26.097,26.781,26,25.902,24.931,23.581
2022-06-22T14:00:00Z,10.43,25.62,26.292,26.292,27.075,26.097,25.902,25.222,23.581
2022-06-22T14:30:00Z,10.52,25.68,26.39,26.39,27.272,26.195,25.902,25.028,23.484
2022-06-22T15:00:00Z,10.59,25.76,26.977,26.977,27.37,26.292,26,25.028,23.581
2022-06-22T15:30:00Z,10.69,25.86,26.879,26.879,27.468,26.39,26,25.028,23.581
2022-06-22T16:00:00Z,10.74,26.02,28.06,28.06,27.567,26.585,26.097,24.545,23.773
2022-06-22T16:30:00Z,10.83,26.12,27.862,27.862,27.567,26.781,26.195,24.545,23.869
2022-06-22T17:00:00Z,10.87,26.18,27.567,27.567,27.567,26.879,26.39,24.641,23.869
2022-06-22T17:30:00Z,10.91,26.28,27.272,27.272,27.665,26.977,26.195,24.835,23.677
2022-06-22T18:00:00Z,11,26.34,27.272,27.272,27.665,27.173,26.39,24.835,23.869
2022-06-22T18:30:00Z,11.11,26.4,27.37,27.37,27.567,27.173,26.488,24.835,23.773
2022-06-22T19:00:00Z,11.22,26.48,27.468,27.468,27.665,27.272,26.683,24.835,23.581
2022-06-22T19:30:00Z,11.31,26.6,27.665,27.665,27.567,27.272,26.683,24.931,23.581
2022-06-22T20:00:00Z,11.39,26.74,27.862,27.862,27.468,27.272,26.488,25.028,23.677
2022-06-22T20:30:00Z,11.48,26.78,27.862,27.862,27.468,27.272,26.488,24.931,23.773
2022-06-22T21:00:00Z,11.54,26.8,27.862,27.862,27.37,27.37,26.292,24.931,23.773
2022-06-22T21:30:00Z,11.53,26.8,27.665,27.665,27.272,27.272,26.195,24.835,23.677
2022-06-22T22:00:00Z,11.59,26.84,27.567,27.567,27.272,27.272,26.097,24.835,23.773
2022-06-22T22:30:00Z,11.6,26.86,27.567,27.567,27.173,27.272,26.39,24.835,23.773
2022-06-22T23:00:00Z,11.59,26.88,27.37,27.37,27.075,27.272,26,24.835,23.773
2022-06-22T23:30:00Z,11.62,26.84,27.272,27.272,27.075,27.173,26,24.835,23.869
2022-06-23T00:00:00Z,11.62,26.84,27.272,27.272,26.977,27.173,25.902,24.931,23.966
2022-06-23T00:30:00Z,11.59,26.8,27.173,27.173,26.977,27.075,25.708,25.028,23.869
2022-06-23T01:00:00Z,11.57,26.72,27.075,27.075,26.879,26.977,25.61,25.125,23.773
2022-06-23T01:30:00Z,11.52,26.7,26.977,26.977,26.781,26.977,25.708,25.125,23.869
2022-06-23T02:00:00Z,11.45,26.68,26.977,26.977,26.781,26.977,25.708,25.222,23.869
2022-06-23T02:30:00Z,11.41,26.64,26.879,26.879,26.683,26.879,25.805,25.319,23.773
2022-06-23T03:00:00Z,11.35,26.58,26.879,26.879,26.683,26.781,25.902,25.319,23.869
2022-06-23T03:30:00Z,11.29,26.52,26.781,26.781,26.585,26.781,26.097,25.125,23.966
2022-06-23T04:00:00Z,11.27,26.46,26.781,26.781,26.585,26.683,26.195,25.125,24.062
2022-06-23T04:30:00Z,11.17,26.4,26.683,26.683,26.488,26.683,26.097,25.222,24.062
2022-06-23T05:00:00Z,11.19,26.34,26.683,26.683,26.39,26.585,26.097,25.319,23.966
2022-06-23T05:30:00Z,11.12,26.28,26.585,26.585,26.39,26.585,26.097,25.319,23.869
2022-06-23T06:00:00Z,11.12,26.24,26.585,26.585,26.292,26.488,26,25.416,23.869
2022-06-23T06:30:00Z,11.02,26.18,26.488,26.488,26.195,26.488,26.195,25.416,23.869
2022-06-23T07:00:00Z,10.85,26.12,26.39,26.39,26.195,26.39,26.292,25.416,23.869
2022-06-23T07:30:00Z,10.92,26.06,26.292,26.292,26.097,26.292,26.292,25.319,23.869
2022-06-23T08:00:00Z,10.79,26,26.292,26.292,26.097,26.292,26.292,25.222,23.869
2022-06-23T08:30:00Z,10.72,25.94,26.195,26.195,26.097,26.195,26.195,25.222,23.869
2022-06-23T09:00:00Z,10.61,25.88,26.195,26.195,26,26.195,26.195,25.222,23.869
2022-06-23T09:30:00Z,10.55,25.82,26.097,26.097,26,26.097,26.097,25.222,23.869
2022-06-23T10:00:00Z,10.44,25.78,26.097,26.097,26.097,26.097,26,25.222,23.869
2022-06-23T10:30:00Z,10.35,25.74,26.097,26.097,26.195,26,26,25.222,23.773
2022-06-23T11:00:00Z,10.32,25.7,26,26,26.292,26,26,25.319,23.773
2022-06-23T11:30:00Z,10.33,25.7,26.097,26.097,26.488,26,25.902,25.513,23.773
2022-06-23T12:00:00Z,10.24,25.7,26.292,26.292,26.683,26,25.902,25.513,23.773
2022-06-23T12:30:00Z,10.23,25.74,26.488,26.488,26.879,26.097,26,25.61,23.773
2022-06-23T13:00:00Z,10.35,25.82,26.683,26.683,27.075,26.097,26,25.708,23.773
2022-06-23T13:30:00Z,10.71,25.82,26.977,26.977,27.173,26.292,26,25.513,23.869
2022-06-23T14:00:00Z,10.53,25.94,27.272,27.272,27.272,26.39,26.097,25.319,23.869
2022-06-23T14:30:00Z,10.45,26.1,27.764,27.764,27.468,26.488,26.097,25.125,23.869
2022-06-23T15:00:00Z,10.44,26.26,28.258,28.258,27.468,26.683,26.195,25.125,23.869
2022-06-23T15:30:00Z,10.71,26.36,28.456,28.456,27.567,26.683,26.195,25.125,24.062
2022-06-23T16:00:00Z,10.98,26.4,28.754,28.754,27.764,26.781,26.292,25.319,24.062
2022-06-23T16:30:00Z,11.23,26.48,28.853,28.853,27.764,26.879,26.292,25.513,24.062
2022-06-23T17:00:00Z,11.27,26.7,28.754,28.754,27.961,26.879,26.292,25.513,23.966
2022-06-23T17:30:00Z,11.33,26.86,28.258,28.258,27.961,26.977,26.292,25.61,23.966
2022-06-23T18:00:00Z,11.32,27.26,28.655,28.655,27.862,27.075,26.292,25.805,23.966
2022-06-23T18:30:00Z,11.32,27.62,29.352,29.352,27.764,26.879,26.292,25.805,23.966
2022-06-23T19:00:00Z,11.35,27.9,29.853,29.853,27.665,26.977,26.39,25.708,23.966
2022-06-23T19:30:00Z,11.19,28.5,30.659,30.659,27.764,26.977,26.39,25.708,24.062
2022-06-23T20:00:00Z,11.37,28.76,30.862,30.862,27.567,26.977,26.39,25.319,24.158
2022-06-23T20:30:00Z,11.45,28.62,30.862,30.862,27.468,26.879,26.292,25.416,24.158
2022-06-23T21:00:00Z,11.37,28.78,30.558,30.558,27.272,26.879,26.195,25.222,24.158
2022-06-23T21:30:00Z,11.5,28.86,30.255,30.255,27.173,26.781,26.195,25.222,23.966
2022-06-23T22:00:00Z,11.57,28.76,29.853,29.853,27.075,26.683,26.097,25.319,23.869
2022-06-23T22:30:00Z,11.71,28.62,29.552,29.552,27.075,26.585,26.097,25.222,23.966
2022-06-23T23:00:00Z,11.89,28.4,29.252,29.252,26.977,26.585,26.097,25.319,23.966
2022-06-23T23:30:00Z,12.01,28.28,28.953,28.953,26.879,26.585,26.097,25.319,23.966
2022-06-24T00:00:00Z,12.1,28.08,28.555,28.555,27.567,26.488,25.902,25.028,24.062
2022-06-24T00:30:00Z,12.3,27.84,28.258,28.258,27.665,26.488,25.902,25.028,23.869
2022-06-24T01:00:00Z,12.44,27.66,27.961,27.961,27.567,26.488,25.902,25.319,23.966
2022-06-24T01:30:00Z,12.5,27.54,27.862,27.862,27.567,26.488,26,25.416,24.062
2022-06-24T02:00:00Z,12.46,27.4,27.665,27.665,27.567,26.585,26.097,25.416,24.158
2022-06-24T02:30:00Z,12.31,27.34,27.665,27.665,27.567,26.585,26.097,25.416,24.158
2022-06-24T03:00:00Z,12.31,27.32,27.567,27.567,27.468,26.683,26.097,25.513,24.158
2022-06-24T03:30:00Z,12.12,27.28,27.567,27.567,27.567,26.683,26.097,25.513,24.158
2022-06-24T04:00:00Z,12.42,27.3,27.665,27.665,27.567,26.488,26.097,25.61,24.062
2022-06-24T04:30:00Z,12.42,27.36,27.665,27.665,27.468,26.585,26.097,25.513,23.966
2022-06-24T05:00:00Z,12.27,27.32,27.567,27.567,27.468,26.585,26.195,25.513,24.062
2022-06-24T05:30:00Z,12.26,27.28,27.567,27.567,27.468,26.585,26.292,25.513,24.062
2022-06-24T06:00:00Z,12.12,27.24,27.567,27.567,27.37,26.585,26.39,25.319,24.062
2022-06-24T06:30:00Z,12.09,27.22,27.567,27.567,27.272,26.585,26.292,25.319,23.966
2022-06-24T07:00:00Z,11.97,27.18,27.468,27.468,27.272,26.683,26.097,25.319,24.255
2022-06-24T07:30:00Z,11.93,27.14,27.468,27.468,27.173,26.683,26.195,25.416,24.158
2022-06-24T08:00:00Z,11.85,27.08,27.37,27.37,27.075,26.585,26.195,25.319,24.062
2022-06-24T08:30:00Z,11.73,27.02,27.272,27.272,27.075,26.683,26.195,25.319,24.158
2022-06-24T09:00:00Z,11.66,26.94,27.272,27.272,26.977,26.683,26.195,25.222,24.062
2022-06-24T09:30:00Z,11.5,26.88,27.173,27.173,26.977,26.683,26.195,25.125,24.062
2022-06-24T10:00:00Z,11.47,26.8,27.075,27.075,27.075,26.781,26.097,25.125,24.062
2022-06-24T10:30:00Z,11.3,26.74,27.075,27.075,27.173,26.879,26.097,25.125,24.062
2022-06-24T11:00:00Z,11.26,26.68,26.977,26.977,27.272,26.879,26,25.222,24.062
2022-06-24T11:30:00Z,11.36,26.6,27.075,27.075,27.468,26.879,26,25.222,23.966
2022-06-24T12:00:00Z,11.35,26.58,27.173,27.173,27.567,26.879,26,25.222,24.062
2022-06-24T12:30:00Z,11.33,26.6,27.37,27.37,27.665,26.977,26.097,25.125,23.966
2022-06-24T13:00:00Z,11.48,26.62,27.567,27.567,27.764,27.075,26.097,25.125,24.062
2022-06-24T13:30:00Z,11.45,26.68,27.862,27.862,27.961,27.075,26.195,25.125,23.966
2022-06-24T14:00:00Z,11.75,26.7,28.06,28.06,28.159,27.075,26.195,25.125,24.062
2022-06-24T14:30:00Z,11.91,26.76,28.357,28.357,28.159,27.173,26,25.222,24.062
2022-06-24T15:00:00Z,11.99,26.84,28.555,28.555,28.258,27.173,26.097,25.222,23.966
2022-06-24T15:30:00Z,12.01,26.9,28.754,28.754,28.357,27.173,26.195,25.319,24.158
2022-06-24T16:00:00Z,12.02,26.96,28.853,28.853,28.555,27.567,26.097,25.222,24.062
2022-06-24T16:30:00Z,12.07,27.04,28.655,28.655,28.555,27.567,26.195,25.222,24.158
2022-06-24T17:00:00Z,12.12,27.16,28.754,28.754,28.555,27.567,26.292,25.222,24.158
2022-06-24T17:30:00Z,12.2,27.24,28.853,28.853,28.555,27.764,26.39,25.222,24.062
2022-06-24T18:00:00Z,12.22,27.36,28.953,28.953,28.655,27.862,26.39,25.125,24.062
2022-06-24T18:30:00Z,12.33,27.44,29.053,29.053,28.655,27.862,26.292,25.028,24.158
2022-06-24T19:00:00Z,12.3,27.58,29.452,29.452,28.655,27.961,26.39,25.125,24.255
2022-06-24T19:30:00Z,12.22,27.74,29.452,29.452,28.655,27.961,26.585,25.125,24.255
2022-06-24T20:00:00Z,12.18,27.82,29.552,29.552,28.655,27.961,26.292,25.125,24.158
2022-06-24T20:30:00Z,12.47,27.88,29.652,29.652,28.655,27.961,26,25.125,24.158
2022-06-24T21:00:00Z,12.48,28.02,29.652,29.652,28.555,27.961,26.097,25.319,24.255
2022-06-24T21:30:00Z,12.47,28.06,29.452,29.452,28.555,27.862,26.195,25.319,24.255
2022-06-24T22:00:00Z,12.55,28.08,29.152,29.152,28.555,28.159,26.39,25.416,24.351
2022-06-24T22:30:00Z,12.7,28.12,29.053,29.053,28.456,28.258,26.488,25.513,24.351
2022-06-24T23:00:00Z,12.7,28.12,28.953,28.953,28.357,28.357,26.39,25.416,24.351
2022-06-24T23:30:00Z,12.73,28.18,28.853,28.853,28.258,28.159,26.488,25.513,24.351
2022-06-25T00:00:00Z,12.73,28.18,28.655,28.655,28.258,27.961,26.488,25.416,24.255
2022-06-25T00:30:00Z,12.71,28.1,28.555,28.555,28.159,27.764,26.488,25.416,24.351
2022-06-25T01:00:00Z,12.6,28.02,28.357,28.357,28.159,27.764,26.488,25.513,24.351
2022-06-25T01:30:00Z,12.47,27.96,28.258,28.258,28.06,27.764,26.39,25.61,24.351
2022-06-25T02:00:00Z,12.4,27.92,28.258,28.258,28.06,27.764,26.292,25.708,24.351
2022-06-25T02:30:00Z,12.3,27.88,28.159,28.159,27.961,27.862,26.39,25.708,24.351
2022-06-25T03:00:00Z,12.22,27.84,28.159,28.159,27.961,28.06,26.488,25.708,24.351
2022-06-25T03:30:00Z,12.12,27.78,28.06,28.06,27.862,27.961,26.585,25.708,24.448
2022-06-25T04:00:00Z,12.03,27.74,28.06,28.06,27.862,27.961,26.683,25.61,24.448
2022-06-25T04:30:00Z,11.93,27.7,27.961,27.961,27.764,27.961,26.683,25.61,24.351
2022-06-25T05:00:00Z,11.81,27.64,27.961,27.961,27.665,27.862,26.585,25.61,24.351
2022-06-25T05:30:00Z,11.79,27.58,27.862,27.862,27.665,27.862,26.585,25.61,24.351
2022-06-25T06:00:00Z,11.74,27.54,27.862,27.862,27.665,27.764,26.585,25.513,24.351
2022-06-25T06:30:00Z,11.62,27.48,27.764,27.764,27.567,27.764,26.585,25.513,24.351
2022-06-25T07:00:00Z,11.55,27.42,27.764,27.764,27.567,27.665,26.488,25.513,24.448
2022-06-25T07:30:00Z,11.51,27.38,27.665,27.665,27.468,27.665,26.585,25.513,24.255
2022-06-25T08:00:00Z,11.46,27.32,27.567,27.567,27.468,27.567,26.488,25.416,24.351
2022-06-25T08:30:00Z,11.47,27.26,27.567,27.567,27.37,27.567,26.585,25.416,24.351
2022-06-25T09:00:00Z,11.3,27.22,27.468,27.468,27.272,27.468,26.585,25.513,24.351
2022-06-25T09:30:00Z,11.25,27.16,27.468,27.468,27.272,27.468,26.488,25.513,24.255
2022-06-25T10:00:00Z,11.27,27.12,27.37,27.37,27.173,27.37,26.585,25.416,24.351
2022-06-25T10:30:00Z,11.17,27.08,27.37,27.37,27.173,27.37,26.585,25.513,24.255
2022-06-25T11:00:00Z,11.17,27,27.272,27.272,27.075,27.272,26.488,25.416,24.255
2022-06-25T11:30:00Z,11.12,26.96,27.272,27.272,27.075,27.173,26.683,25.416,24.255
2022-06-25T12:00:00Z,11.07,26.9,27.173,27.173,27.075,27.173,26.879,25.513,24.158
2022-06-25T12:30:00Z,10.95,26.84,27.173,27.173,27.075,27.173,26.879,25.319,24.158
2022-06-25T13:00:00Z,10.84,26.78,27.075,27.075,27.173,27.075,26.879,25.319,24.351
2022-06-25T13:30:00Z,10.7,26.74,27.075,27.075,26.879,26.977,26.879,25.319,24.255
2022-06-25T14:00:00Z,10.56,26.7,26.977,26.977,26.977,26.977,26.683,25.319,24.158
2022-06-25T14:30:00Z,10.59,26.64,27.075,27.075,26.879,26.977,26.683,25.319,24.158
2022-06-25T15:00:00Z,10.61,26.62,27.173,27.173,26.781,26.977,26.683,25.319,24.255
2022-06-25T15:30:00Z,10.58,26.58,26.879,26.879,26.683,26.879,26.39,25.416,24.351
2022-06-25T16:00:00Z,10.5,26.56,26.977,26.977,26.683,26.879,26.585,25.416,24.255
2022-06-25T16:30:00Z,10.53,26.5,26.879,26.879,26.683,26.781,26.781,25.416,24.158
2022-06-25T17:00:00Z,10.43,26.42,26.683,26.683,26.683,26.683,26.683,25.416,24.062
2022-06-25T17:30:00Z,10.31,26.38,26.683,26.683,26.683,26.683,26.683,25.319,24.255
2022-06-25T18:00:00Z,10.2,26.36,26.683,26.683,26.683,26.683,26.585,25.513,24.351
2022-06-25T18:30:00Z,10.1,26.34,26.683,26.683,26.683,26.585,26.585,25.319,24.448
2022-06-25T19:00:00Z,10.06,26.32,26.683,26.683,26.683,26.585,26.585,25.416,24.448
2022-06-25T19:30:00Z,10.02,26.3,26.683,26.683,26.683,26.585,26.585,25.513,24.351
2022-06-25T20:00:00Z,9.99,26.28,26.683,26.683,26.585,26.585,26.488,25.61,24.351
2022-06-25T20:30:00Z,9.97,26.28,26.683,26.683,26.585,26.585,26.488,25.708,24.351
2022-06-25T21:00:00Z,10.02,26.28,26.781,26.781,26.488,26.585,26.488,25.708,24.448
2022-06-25T21:30:00Z,10.08,26.26,26.683,26.683,26.488,26.585,26.488,25.61,24.351
2022-06-25T22:00:00Z,10.06,26.24,26.683,26.683,26.488,26.585,26.488,25.708,24.351
2022-06-25T22:30:00Z,10.06,26.22,26.585,26.585,26.488,26.585,26.488,25.805,24.351
2022-06-25T23:00:00Z,10.01,26.22,26.585,26.585,26.39,26.488,26.488,25.805,24.448
2022-06-25T23:30:00Z,9.95,26.18,26.585,26.585,26.39,26.488,26.39,25.708,24.448
2022-06-26T00:00:00Z,9.85,26.18,26.488,26.488,26.39,26.488,26.39,25.708,24.448
2022-06-26T00:30:00Z,9.85,26.16,26.488,26.488,26.39,26.488,26.39,25.708,24.448
2022-06-26T01:00:00Z,9.83,26.14,26.39,26.39,26.292,26.39,26.39,25.61,24.448
2022-06-26T01:30:00Z,9.72,26.12,26.39,26.39,26.292,26.39,26.39,25.61,24.448
2022-06-26T02:00:00Z,9.69,26.08,26.39,26.39,26.292,26.39,26.39,25.61,24.448
2022-06-26T02:30:00Z,9.61,26.06,26.39,26.39,26.292,26.39,26.292,25.61,24.448
2022-06-26T03:00:00Z,9.66,26.04,26.292,26.292,26.195,26.292,26.292,25.61,24.545
2022-06-26T03:30:00Z,9.48,26.02,26.292,26.292,26.195,26.292,26.292,25.61,24.545
2022-06-26T04:00:00Z,9.47,25.96,26.292,26.292,26.195,26.292,26.195,25.513,24.448
2022-06-26T04:30:00Z,9.35,25.96,26.292,26.292,26.097,26.195,26.195,25.61,24.448
2022-06-26T05:00:00Z,9.26,25.92,26.195,26.195,26.097,26.195,26.195,25.513,24.448
2022-06-26T05:30:00Z,9.16,25.9,26.195,26.195,26.097,26.195,26.195,25.513,24.448
2022-06-26T06:00:00Z,9.1,25.86,26.097,26.097,26,26.097,26.097,25.416,24.448
2022-06-26T06:30:00Z,9.09,25.82,26.097,26.097,26,26.097,26.097,25.416,24.448
2022-06-26T07:00:00Z,9.06,25.78,26.097,26.097,25.902,26.097,26,25.61,24.448
2022-06-26T07:30:00Z,8.82,25.76,26.097,26.097,25.902,26,26,25.513,24.545
2022-06-26T08:00:00Z,8.72,25.72,26,26,25.805,26,26,25.61,24.545
2022-06-26T08:30:00Z,8.58,25.66,25.902,25.902,25.708,25.902,25.902,25.805,24.448
2022-06-26T09:00:00Z,8.41,25.62,25.902,25.902,25.708,25.902,25.902,25.805,24.351
2022-06-26T09:30:00Z,8.3,25.56,25.805,25.805,25.708,25.805,25.805,25.805,24.255
2022-06-26T10:00:00Z,8.2,25.48,25.805,25.805,25.708,25.805,25.708,25.708,24.351
2022-06-26T10:30:00Z,8.11,25.42,25.708,25.708,25.708,25.708,25.708,25.61,24.448
2022-06-26T11:00:00Z,7.94,25.36,25.708,25.708,25.805,25.61,25.61,25.513,24.351
2022-06-26T11:30:00Z,7.86,25.3,25.708,25.708,25.902,25.61,25.61,25.513,24.545
2022-06-26T12:00:00Z,7.78,25.28,25.805,25.805,26,25.61,25.513,25.416,24.255
2022-06-26T12:30:00Z,7.68,25.24,25.902,25.902,26.097,25.61,25.513,25.416,24.351
2022-06-26T13:00:00Z,7.81,25.2,26.097,26.097,26.097,25.61,25.513,25.416,24.448
2022-06-26T13:30:00Z,7.91,25.18,26.195,26.195,26.097,25.708,25.513,25.416,24.641
2022-06-26T14:00:00Z,8.04,25.18,26.488,26.488,26.195,25.708,25.513,25.416,24.545
2022-06-26T14:30:00Z,8.17,25.2,26.683,26.683,26.292,25.805,25.513,25.416,24.835
2022-06-26T15:00:00Z,8.34,25.22,26.879,26.879,26.39,25.805,25.61,25.513,24.931
2022-06-26T15:30:00Z,8.34,25.26,26.879,26.879,26.39,25.805,25.61,25.513,25.319
2022-06-26T16:00:00Z,8.39,25.28,27.075,27.075,26.39,25.805,25.708,25.513,25.416
2022-06-26T16:30:00Z,8.58,25.36,26.879,26.879,26.488,25.902,25.708,25.61,25.513
2022-06-26T17:00:00Z,8.71,25.42,26.683,26.683,26.39,26,25.805,25.61,25.513
2022-06-26T17:30:00Z,8.8,25.46,26.39,26.39,26.39,26.097,25.902,25.708,25.61
2022-06-26T18:00:00Z,8.92,25.5,26.39,26.39,26.488,26.097,25.902,25.708,25.61
2022-06-26T18:30:00Z,9.02,25.54,26.488,26.488,26.488,26.195,26,25.805,25.708
2022-06-26T19:00:00Z,9.23,25.6,26.39,26.39,26.488,26.195,26,25.805,25.708
2022-06-26T19:30:00Z,9.24,25.64,26.292,26.292,26.39,26.195,26,25.805,25.61
2022-06-26T20:00:00Z,9.25,25.68,26.488,26.488,26.39,26.292,26.097,25.902,25.708
2022-06-26T20:30:00Z,9.25,25.7,26.488,26.488,26.292,26.292,26.097,25.902,25.708
2022-06-26T21:00:00Z,9.26,25.72,26.488,26.488,26.195,26.39,26.097,26,25.805
2022-06-26T21:30:00Z,9.24,25.72,26.488,26.488,26.097,26.292,26.097,26,25.902
2022-06-26T22:00:00Z,9.34,25.76,26.488,26.488,26,26.292,26.097,26,25.902
2022-06-26T22:30:00Z,9.4,25.74,26.39,26.39,26,26.292,26.097,26,25.902
2022-06-26T23:00:00Z,9.34,25.68,26.195,26.195,25.805,26.097,26,25.902,25.902
2022-06-26T23:30:00Z,9.39,25.66,26.195,26.195,25.805,26.097,26,25.902,25.902
2022-06-27T00:00:00Z,9.37,25.62,26.097,26.097,25.708,26,25.902,25.902,25.805
2022-06-27T00:30:00Z,9.33,25.58,26,26,25.708,25.902,25.902,25.805,25.805
2022-06-27T01:00:00Z,9.24,25.52,25.805,25.805,25.708,25.805,25.805,25.708,25.708
2022-06-27T01:30:00Z,9.25,25.48,25.805,25.805,25.61,25.805,25.708,25.708,25.708
2022-06-27T02:00:00Z,9.14,25.42,25.708,25.708,25.61,25.708,25.708,25.708,25.61
2022-06-27T02:30:00Z,9.06,25.38,25.708,25.708,25.513,25.708,25.61,25.61,25.61
2022-06-27T03:00:00Z,8.99,25.36,25.61,25.61,25.513,25.61,25.61,25.61,25.513
2022-06-27T03:30:00Z,8.9,25.34,25.61,25.61,25.416,25.61,25.61,25.513,25.513
2022-06-27T04:00:00Z,8.81,25.28,25.61,25.61,25.416,25.61,25.513,25.513,25.416
2022-06-27T04:30:00Z,8.72,25.24,25.513,25.513,25.319,25.513,25.513,25.513,25.222
2022-06-27T05:00:00Z,8.57,25.2,25.513,25.513,25.319,25.416,25.416,25.416,25.319
2022-06-27T05:30:00Z,8.51,25.14,25.416,25.416,25.222,25.416,25.416,25.319,25.222
2022-06-27T06:00:00Z,8.36,25.12,25.416,25.416,25.222,25.416,25.319,25.319,25.222
2022-06-27T06:30:00Z,8.37,25.06,25.319,25.319,25.222,25.319,25.319,25.319,25.222
2022-06-27T07:00:00Z,8.19,25.02,25.319,25.319,25.125,25.222,25.222,25.222,25.222
2022-06-27T07:30:00Z,8.03,24.96,25.222,25.222,25.125,25.222,25.222,25.222,25.125
2022-06-27T08:00:00Z,8.08,24.9,25.222,25.222,24.931,25.222,25.222,25.125,25.125
2022-06-27T08:30:00Z,7.87,24.86,25.125,25.125,24.931,25.125,25.125,25.125,25.028
